PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Deck
1,0,3,1,22.0,1,0,7.25,47.0,2.0,5.0
2,1,1,0,38.0,1,0,71.2833,81.0,0.0,5.0
3,1,3,0,26.0,0,0,7.925,47.0,2.0,5.0
4,1,1,0,35.0,1,0,53.1,55.0,2.0,5.0
5,0,3,1,35.0,0,0,8.05,47.0,2.0,5.0
6,0,3,1,29.69911764705882,0,0,8.4583,47.0,1.0,5.0
7,0,1,1,54.0,0,0,51.8625,129.0,2.0,10.0
8,0,3,1,2.0,3,1,21.075,47.0,2.0,5.0
9,1,3,0,27.0,0,2,11.1333,47.0,2.0,5.0
10,1,2,0,14.0,1,0,30.0708,47.0,0.0,5.0
11,1,3,0,4.0,1,1,16.7,145.0,2.0,14.0
12,1,1,0,58.0,0,0,26.55,49.0,2.0,5.0
13,0,3,1,20.0,0,0,8.05,47.0,2.0,5.0
14,0,3,1,39.0,1,5,31.275,47.0,2.0,5.0
15,0,3,0,14.0,0,0,7.8542,47.0,2.0,5.0
16,1,2,0,55.0,0,0,16.0,47.0,2.0,5.0
17,0,3,1,2.0,4,1,29.125,47.0,1.0,5.0
18,1,2,1,29.69911764705882,0,0,13.0,47.0,2.0,5.0
19,0,3,0,31.0,1,0,18.0,47.0,2.0,5.0
20,1,3,0,29.69911764705882,0,0,7.225,47.0,0.0,5.0
21,0,2,1,35.0,0,0,26.0,47.0,2.0,5.0
22,1,2,1,34.0,0,0,13.0,111.0,2.0,8.0
23,1,3,0,15.0,0,0,8.0292,47.0,1.0,5.0
24,1,1,1,28.0,0,0,35.5,13.0,2.0,0.0
25,0,3,0,8.0,3,1,21.075,47.0,2.0,5.0
26,1,3,0,38.0,1,5,31.3875,47.0,2.0,5.0
27,0,3,1,29.69911764705882,0,0,7.225,47.0,0.0,5.0
28,0,1,1,19.0,3,2,263.0,63.0,2.0,7.0
29,1,3,0,29.69911764705882,0,0,7.8792,47.0,1.0,5.0
30,0,3,1,29.69911764705882,0,0,7.8958,47.0,2.0,5.0
31,0,1,1,40.0,0,0,27.7208,47.0,0.0,5.0
32,1,1,0,29.69911764705882,1,0,146.5208,41.0,0.0,1.0
33,1,3,0,29.69911764705882,0,0,7.75,47.0,1.0,5.0
34,0,2,1,66.0,0,0,10.5,47.0,2.0,5.0
35,0,1,1,28.0,1,0,82.1708,47.0,0.0,5.0
36,0,1,1,42.0,1,0,52.0,47.0,2.0,5.0
37,1,3,1,29.69911764705882,0,0,7.2292,47.0,0.0,5.0
38,0,3,1,21.0,0,0,8.05,47.0,2.0,5.0
39,0,3,0,18.0,2,0,18.0,47.0,2.0,5.0
40,1,3,0,14.0,1,0,11.2417,47.0,0.0,5.0
41,0,3,0,40.0,1,0,9.475,47.0,2.0,5.0
42,0,2,0,27.0,1,0,21.0,47.0,2.0,5.0
43,0,3,1,29.69911764705882,0,0,7.8958,47.0,0.0,5.0
44,1,2,0,3.0,1,2,41.5792,47.0,0.0,5.0
45,1,3,0,19.0,0,0,7.8792,47.0,1.0,5.0
46,0,3,1,29.69911764705882,0,0,8.05,47.0,2.0,5.0
47,0,3,1,29.69911764705882,1,0,15.5,47.0,1.0,5.0
48,1,3,0,29.69911764705882,0,0,7.75,47.0,1.0,5.0
49,0,3,1,29.69911764705882,2,0,21.6792,47.0,0.0,5.0
50,0,3,0,18.0,1,0,17.8,47.0,2.0,5.0
51,0,3,1,7.0,4,1,39.6875,47.0,2.0,5.0
52,0,3,1,21.0,0,0,7.8,47.0,2.0,5.0
53,1,1,0,49.0,1,0,76.7292,101.0,0.0,8.0
54,1,2,0,29.0,1,0,26.0,47.0,2.0,5.0
55,0,1,1,65.0,0,1,61.9792,23.0,0.0,1.0
56,1,1,1,29.69911764705882,0,0,35.5,71.0,2.0,5.0
57,1,2,0,21.0,0,0,10.5,47.0,2.0,5.0
58,0,3,1,28.5,0,0,7.2292,47.0,0.0,5.0
59,1,2,0,5.0,1,2,27.75,47.0,2.0,5.0
60,0,3,1,11.0,5,2,46.9,47.0,2.0,5.0
61,0,3,1,22.0,0,0,7.2292,47.0,0.0,5.0
62,1,1,0,38.0,0,0,80.0,21.0,2.0,1.0
63,0,1,1,45.0,1,0,83.475,80.0,2.0,5.0
64,0,3,1,4.0,3,2,27.9,47.0,2.0,5.0
65,0,1,1,29.69911764705882,0,0,27.7208,47.0,0.0,5.0
66,1,3,1,29.69911764705882,1,1,15.2458,47.0,0.0,5.0
67,1,2,0,29.0,0,0,10.5,142.0,2.0,11.0
68,0,3,1,19.0,0,0,8.1583,47.0,2.0,5.0
69,1,3,0,17.0,4,2,7.925,47.0,2.0,5.0
70,0,3,1,26.0,2,0,8.6625,47.0,2.0,5.0
71,0,2,1,32.0,0,0,10.5,47.0,2.0,5.0
72,0,3,0,16.0,5,2,46.9,47.0,2.0,5.0
73,0,2,1,21.0,0,0,73.5,47.0,2.0,5.0
74,0,3,1,26.0,1,0,14.4542,47.0,0.0,5.0
75,1,3,1,32.0,0,0,56.4958,47.0,2.0,5.0
76,0,3,1,25.0,0,0,7.65,140.0,2.0,13.0
77,0,3,1,29.69911764705882,0,0,7.8958,47.0,2.0,5.0
78,0,3,1,29.69911764705882,0,0,8.05,47.0,2.0,5.0
79,1,2,1,0.83,0,2,29.0,47.0,2.0,5.0
80,1,3,0,30.0,0,0,12.475,47.0,2.0,5.0
81,0,3,1,22.0,0,0,9.0,47.0,2.0,5.0
82,1,3,1,29.0,0,0,9.5,47.0,2.0,5.0
83,1,3,0,29.69911764705882,0,0,7.7875,47.0,1.0,5.0
84,0,1,1,28.0,0,0,47.1,47.0,2.0,5.0
85,1,2,0,17.0,0,0,10.5,47.0,2.0,5.0
86,1,3,0,33.0,3,0,15.85,47.0,2.0,5.0
87,0,3,1,16.0,1,3,34.375,47.0,2.0,5.0
88,0,3,1,29.69911764705882,0,0,8.05,47.0,2.0,5.0
89,1,1,0,23.0,3,2,263.0,63.0,2.0,7.0
90,0,3,1,24.0,0,0,8.05,47.0,2.0,5.0
91,0,3,1,29.0,0,0,8.05,47.0,2.0,5.0
92,0,3,1,20.0,0,0,7.8542,47.0,2.0,5.0
93,0,1,1,46.0,1,0,61.175,122.0,2.0,10.0
94,0,3,1,26.0,1,2,20.575,47.0,2.0,5.0
95,0,3,1,59.0,0,0,7.25,47.0,2.0,5.0
96,0,3,1,29.69911764705882,0,0,8.05,47.0,2.0,5.0
97,0,1,1,71.0,0,0,34.6542,12.0,0.0,0.0
98,1,1,1,23.0,0,1,63.3583,91.0,0.0,9.0
99,1,2,0,34.0,0,1,23.0,47.0,2.0,5.0
100,0,2,1,34.0,1,0,26.0,47.0,2.0,5.0
101,0,3,0,28.0,0,0,7.8958,47.0,2.0,5.0
102,0,3,1,29.69911764705882,0,0,7.8958,47.0,2.0,5.0
103,0,1,1,21.0,0,1,77.2875,98.0,2.0,8.0
104,0,3,1,33.0,0,0,8.6542,47.0,2.0,5.0
105,0,3,1,37.0,2,0,7.925,47.0,2.0,5.0
106,0,3,1,28.0,0,0,7.8958,47.0,2.0,5.0
107,1,3,0,21.0,0,0,7.65,47.0,2.0,5.0
108,1,3,1,29.69911764705882,0,0,7.775,47.0,2.0,5.0
109,0,3,1,38.0,0,0,7.8958,47.0,2.0,5.0
110,1,3,0,29.69911764705882,1,0,24.15,47.0,1.0,5.0
111,0,1,1,47.0,0,0,52.0,52.0,2.0,5.0
112,0,3,0,14.5,1,0,14.4542,47.0,0.0,5.0
113,0,3,1,22.0,0,0,8.05,47.0,2.0,5.0
114,0,3,0,20.0,1,0,9.825,47.0,2.0,5.0
115,0,3,0,17.0,0,0,14.4583,47.0,0.0,5.0
116,0,3,1,21.0,0,0,7.925,47.0,2.0,5.0
117,0,3,1,70.5,0,0,7.75,47.0,1.0,5.0
118,0,2,1,29.0,1,0,21.0,47.0,2.0,5.0
119,0,1,1,24.0,0,1,247.5208,36.0,0.0,2.0
120,0,3,0,2.0,4,2,31.275,47.0,2.0,5.0
121,0,2,1,21.0,2,0,73.5,47.0,2.0,5.0
122,0,3,1,29.69911764705882,0,0,8.05,47.0,2.0,5.0
123,0,2,1,32.5,1,0,30.0708,47.0,0.0,5.0
124,1,2,0,32.5,0,0,13.0,116.0,2.0,10.0
125,0,1,1,54.0,0,1,77.2875,98.0,2.0,8.0
126,1,3,1,12.0,1,0,11.2417,47.0,0.0,5.0
127,0,3,1,29.69911764705882,0,0,7.75,47.0,1.0,5.0
128,1,3,1,24.0,0,0,7.1417,47.0,2.0,5.0
129,1,3,0,29.69911764705882,1,1,22.3583,138.0,0.0,12.0
130,0,3,1,45.0,0,0,6.975,47.0,2.0,5.0
131,0,3,1,33.0,0,0,7.8958,47.0,0.0,5.0
132,0,3,1,20.0,0,0,7.05,47.0,2.0,5.0
133,0,3,0,47.0,1,0,14.5,47.0,2.0,5.0
134,1,2,0,29.0,1,0,26.0,47.0,2.0,5.0
135,0,2,1,25.0,0,0,13.0,47.0,2.0,5.0
136,0,2,1,23.0,0,0,15.0458,47.0,0.0,5.0
137,1,1,0,19.0,0,2,26.2833,107.0,2.0,8.0
138,0,1,1,37.0,1,0,53.1,55.0,2.0,5.0
139,0,3,1,16.0,0,0,9.2167,47.0,2.0,5.0
140,0,1,1,24.0,0,0,79.2,45.0,0.0,1.0
141,0,3,0,29.69911764705882,0,2,15.2458,47.0,0.0,5.0
142,1,3,0,22.0,0,0,7.75,47.0,2.0,5.0
143,1,3,0,24.0,1,0,15.85,47.0,2.0,5.0
144,0,3,1,19.0,0,0,6.75,47.0,1.0,5.0
145,0,2,1,18.0,0,0,11.5,47.0,2.0,5.0
146,0,2,1,19.0,1,1,36.75,47.0,2.0,5.0
147,1,3,1,27.0,0,0,7.7958,47.0,2.0,5.0
148,0,3,0,9.0,2,2,34.375,47.0,2.0,5.0
149,0,2,1,36.5,0,2,26.0,141.0,2.0,11.0
150,0,2,1,42.0,0,0,13.0,47.0,2.0,5.0
151,0,2,1,51.0,0,0,12.525,47.0,2.0,5.0
152,1,1,0,22.0,1,0,66.6,61.0,2.0,5.0
153,0,3,1,55.5,0,0,8.05,47.0,2.0,5.0
154,0,3,1,40.5,0,2,14.5,47.0,2.0,5.0
155,0,3,1,29.69911764705882,0,0,7.3125,47.0,2.0,5.0
156,0,1,1,51.0,0,1,61.3792,47.0,0.0,5.0
157,1,3,0,16.0,0,0,7.7333,47.0,1.0,5.0
158,0,3,1,30.0,0,0,8.05,47.0,2.0,5.0
159,0,3,1,29.69911764705882,0,0,8.6625,47.0,2.0,5.0
160,0,3,1,29.69911764705882,8,2,69.55,47.0,2.0,5.0
161,0,3,1,44.0,0,1,16.1,47.0,2.0,5.0
162,1,2,0,40.0,0,0,15.75,47.0,2.0,5.0
163,0,3,1,26.0,0,0,7.775,47.0,2.0,5.0
164,0,3,1,17.0,0,0,8.6625,47.0,2.0,5.0
165,0,3,1,1.0,4,1,39.6875,47.0,2.0,5.0
166,1,3,1,9.0,0,2,20.525,47.0,2.0,5.0
167,1,1,0,29.69911764705882,0,1,55.0,123.0,2.0,10.0
168,0,3,0,45.0,1,4,27.9,47.0,2.0,5.0
169,0,1,1,29.69911764705882,0,0,25.925,47.0,2.0,5.0
170,0,3,1,28.0,0,0,56.4958,47.0,2.0,5.0
171,0,1,1,61.0,0,0,33.5,18.0,2.0,1.0
172,0,3,1,4.0,4,1,29.125,47.0,1.0,5.0
173,1,3,0,1.0,1,1,11.1333,47.0,2.0,5.0
174,0,3,1,21.0,0,0,7.925,47.0,2.0,5.0
175,0,1,1,56.0,0,0,30.6958,14.0,0.0,0.0
176,0,3,1,18.0,1,1,7.8542,47.0,2.0,5.0
177,0,3,1,29.69911764705882,3,1,25.4667,47.0,2.0,5.0
178,0,1,0,50.0,0,0,28.7125,69.0,0.0,5.0
179,0,2,1,30.0,0,0,13.0,47.0,2.0,5.0
180,0,3,1,36.0,0,0,0.0,47.0,2.0,5.0
181,0,3,0,29.69911764705882,8,2,69.55,47.0,2.0,5.0
182,0,2,1,29.69911764705882,0,0,15.05,47.0,0.0,5.0
183,0,3,1,9.0,4,2,31.3875,47.0,2.0,5.0
184,1,2,1,1.0,2,1,39.0,144.0,2.0,11.0
185,1,3,0,4.0,0,2,22.025,47.0,2.0,5.0
186,0,1,1,29.69911764705882,0,0,50.0,9.0,2.0,0.0
187,1,3,0,29.69911764705882,1,0,15.5,47.0,1.0,5.0
188,1,1,1,45.0,0,0,26.55,47.0,2.0,5.0
189,0,3,1,40.0,1,1,15.5,47.0,1.0,5.0
190,0,3,1,36.0,0,0,7.8958,47.0,2.0,5.0
191,1,2,0,32.0,0,0,13.0,47.0,2.0,5.0
192,0,2,1,19.0,0,0,13.0,47.0,2.0,5.0
193,1,3,0,19.0,1,0,7.8542,47.0,2.0,5.0
194,1,2,1,3.0,1,1,26.0,141.0,2.0,11.0
195,1,1,0,44.0,0,0,27.7208,28.0,0.0,1.0
196,1,1,0,58.0,0,0,146.5208,43.0,0.0,1.0
197,0,3,1,29.69911764705882,0,0,7.75,47.0,1.0,5.0
198,0,3,1,42.0,0,1,8.4042,47.0,2.0,5.0
199,1,3,0,29.69911764705882,0,0,7.75,47.0,1.0,5.0
200,0,2,0,24.0,0,0,13.0,47.0,2.0,5.0
201,0,3,1,28.0,0,0,9.5,47.0,2.0,5.0
202,0,3,1,29.69911764705882,8,2,69.55,47.0,2.0,5.0
203,0,3,1,34.0,0,0,6.4958,47.0,2.0,5.0
204,0,3,1,45.5,0,0,7.225,47.0,0.0,5.0
205,1,3,1,18.0,0,0,8.05,47.0,2.0,5.0
206,0,3,0,2.0,0,1,10.4625,145.0,2.0,14.0
207,0,3,1,32.0,1,0,15.85,47.0,2.0,5.0
208,1,3,1,26.0,0,0,18.7875,47.0,0.0,5.0
209,1,3,0,16.0,0,0,7.75,47.0,1.0,5.0
210,1,1,1,40.0,0,0,31.0,8.0,0.0,0.0
211,0,3,1,24.0,0,0,7.05,47.0,2.0,5.0
212,1,2,0,35.0,0,0,21.0,47.0,2.0,5.0
213,0,3,1,22.0,0,0,7.25,47.0,2.0,5.0
214,0,2,1,30.0,0,0,13.0,47.0,2.0,5.0
215,0,3,1,29.69911764705882,1,0,7.75,47.0,1.0,5.0
216,1,1,0,31.0,1,0,113.275,103.0,0.0,8.0
217,1,3,0,27.0,0,0,7.925,47.0,2.0,5.0
218,0,2,1,42.0,1,0,27.0,47.0,2.0,5.0
219,1,1,0,32.0,0,0,76.2917,93.0,0.0,8.0
220,0,2,1,30.0,0,0,10.5,47.0,2.0,5.0
221,1,3,1,16.0,0,0,8.05,47.0,2.0,5.0
222,0,2,1,27.0,0,0,13.0,47.0,2.0,5.0
223,0,3,1,51.0,0,0,8.05,47.0,2.0,5.0
224,0,3,1,29.69911764705882,0,0,7.8958,47.0,2.0,5.0
225,1,1,1,38.0,1,0,90.0,87.0,2.0,5.0
226,0,3,1,22.0,0,0,9.35,47.0,2.0,5.0
227,1,2,1,19.0,0,0,10.5,47.0,2.0,5.0
228,0,3,1,20.5,0,0,7.25,47.0,2.0,5.0
229,0,2,1,18.0,0,0,13.0,47.0,2.0,5.0
230,0,3,0,29.69911764705882,3,1,25.4667,47.0,2.0,5.0
231,1,1,0,35.0,1,0,83.475,80.0,2.0,5.0
232,0,3,1,29.0,0,0,7.775,47.0,2.0,5.0
233,0,2,1,59.0,0,0,13.5,47.0,2.0,5.0
234,1,3,0,5.0,4,2,31.3875,47.0,2.0,5.0
235,0,2,1,24.0,0,0,10.5,47.0,2.0,5.0
236,0,3,0,29.69911764705882,0,0,7.55,47.0,2.0,5.0
237,0,2,1,44.0,1,0,26.0,47.0,2.0,5.0
238,1,2,0,8.0,0,2,26.25,47.0,2.0,5.0
239,0,2,1,19.0,0,0,10.5,47.0,2.0,5.0
240,0,2,1,33.0,0,0,12.275,47.0,2.0,5.0
241,0,3,0,29.69911764705882,1,0,14.4542,47.0,0.0,5.0
242,1,3,0,29.69911764705882,1,0,15.5,47.0,1.0,5.0
243,0,2,1,29.0,0,0,10.5,47.0,2.0,5.0
244,0,3,1,22.0,0,0,7.125,47.0,2.0,5.0
245,0,3,1,30.0,0,0,7.225,47.0,0.0,5.0
246,0,1,1,44.0,2,0,90.0,78.0,1.0,5.0
247,0,3,0,25.0,0,0,7.775,47.0,2.0,5.0
248,1,2,0,24.0,0,2,14.5,47.0,2.0,5.0
249,1,1,1,37.0,1,1,52.5542,102.0,2.0,8.0
250,0,2,1,54.0,1,0,26.0,47.0,2.0,5.0
251,0,3,1,29.69911764705882,0,0,7.25,47.0,2.0,5.0
252,0,3,0,29.0,1,1,10.4625,145.0,2.0,14.0
253,0,1,1,62.0,0,0,26.55,83.0,2.0,5.0
254,0,3,1,30.0,1,0,16.1,47.0,2.0,5.0
255,0,3,0,41.0,0,2,20.2125,47.0,2.0,5.0
256,1,3,0,29.0,0,2,15.2458,47.0,0.0,5.0
257,1,1,0,29.69911764705882,0,0,79.2,47.0,0.0,5.0
258,1,1,0,30.0,0,0,86.5,40.0,2.0,1.0
259,1,1,0,35.0,0,0,512.3292,47.0,0.0,5.0
260,1,2,0,50.0,0,1,26.0,47.0,2.0,5.0
261,0,3,1,29.69911764705882,0,0,7.75,47.0,1.0,5.0
262,1,3,1,3.0,4,2,31.3875,47.0,2.0,5.0
263,0,1,1,52.0,1,1,79.65,134.0,2.0,10.0
264,0,1,1,40.0,0,0,0.0,46.0,2.0,1.0
265,0,3,0,29.69911764705882,0,0,7.75,47.0,1.0,5.0
266,0,2,1,36.0,0,0,10.5,47.0,2.0,5.0
267,0,3,1,16.0,4,1,39.6875,47.0,2.0,5.0
268,1,3,1,25.0,1,0,7.775,47.0,2.0,5.0
269,1,1,0,58.0,0,1,153.4625,57.0,2.0,5.0
270,1,1,0,35.0,0,0,135.6333,89.0,2.0,5.0
271,0,1,1,29.69911764705882,0,0,31.0,47.0,2.0,5.0
272,1,3,1,25.0,0,0,0.0,47.0,2.0,5.0
273,1,2,0,41.0,0,1,19.5,47.0,2.0,5.0
274,0,1,1,37.0,0,1,29.7,54.0,0.0,5.0
275,1,3,0,29.69911764705882,0,0,7.75,47.0,1.0,5.0
276,1,1,0,63.0,1,0,77.9583,113.0,2.0,8.0
277,0,3,0,45.0,0,0,7.75,47.0,2.0,5.0
278,0,2,1,29.69911764705882,0,0,0.0,47.0,2.0,5.0
279,0,3,1,7.0,4,1,29.125,47.0,1.0,5.0
280,1,3,0,35.0,1,1,20.25,47.0,2.0,5.0
281,0,3,1,65.0,0,0,7.75,47.0,1.0,5.0
282,0,3,1,28.0,0,0,7.8542,47.0,2.0,5.0
283,0,3,1,16.0,0,0,9.5,47.0,2.0,5.0
284,1,3,1,19.0,0,0,8.05,47.0,2.0,5.0
285,0,1,1,29.69911764705882,0,0,26.0,3.0,2.0,0.0
286,0,3,1,33.0,0,0,8.6625,47.0,0.0,5.0
287,1,3,1,30.0,0,0,9.5,47.0,2.0,5.0
288,0,3,1,22.0,0,0,7.8958,47.0,2.0,5.0
289,1,2,1,42.0,0,0,13.0,47.0,2.0,5.0
290,1,3,0,22.0,0,0,7.75,47.0,1.0,5.0
291,1,1,0,26.0,0,0,78.85,47.0,2.0,5.0
292,1,1,0,19.0,1,0,91.0792,31.0,0.0,1.0
293,0,2,1,36.0,0,0,12.875,90.0,0.0,8.0
294,0,3,0,24.0,0,0,8.85,47.0,2.0,5.0
295,0,3,1,24.0,0,0,7.8958,47.0,2.0,5.0
296,0,1,1,29.69911764705882,0,0,27.7208,47.0,0.0,5.0
297,0,3,1,23.5,0,0,7.2292,47.0,0.0,5.0
298,0,1,0,2.0,1,2,151.55,62.0,2.0,6.0
